delta_percentile,rating_level,game_type,Apertura,Conteggio
75-100,advanced,blitz,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line, with Nb6",20
75-100,advanced,blitz,"English Opening: King's English Variation, Four Knights Variation, Flexible Line",1
75-100,advanced,blitz,"English Opening: King's English Variation, Four Knights Variation, Korchnoi Line",3
75-100,advanced,blitz,"English Opening: King's English Variation, Four Knights Variation, Quiet Line",7
75-100,advanced,blitz,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",15
75-100,advanced,blitz,"English Opening: King's English Variation, Nimzowitsch Variation",3
75-100,advanced,blitz,"English Opening: King's English Variation, Reversed Closed Sicilian",45
75-100,advanced,blitz,"English Opening: King's English Variation, Reversed Sicilian",59
75-100,advanced,blitz,"English Opening: King's English Variation, Taimanov Variation",5
75-100,advanced,blitz,"English Opening: King's English Variation, Three Knights System",11
75-100,advanced,blitz,"English Opening: King's English Variation, Troger Defense",4
75-100,advanced,blitz,"English Opening: King's English Variation, Two Knights Variation",37
75-100,advanced,blitz,"English Opening: King's English Variation, Two Knights Variation, Fianchetto Line",4
75-100,advanced,blitz,"English Opening: King's English Variation, Two Knights Variation, Keres Variation",16
75-100,advanced,blitz,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",15
75-100,advanced,blitz,"English Opening: King's English Variation, Two Knights Variation, Smyslov System",5
75-100,advanced,blitz,"English Opening: King's English, Mazedonisch",1
75-100,advanced,blitz,English Opening: Mikenas-Carls Variation,34
75-100,advanced,blitz,"English Opening: Mikenas-Carls, Sicilian",4
75-100,advanced,blitz,English Opening: Neo-Catalan,2
75-100,advanced,blitz,English Opening: Symmetrical Variation,67
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Anti-Benoni Variation",14
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",12
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Botvinnik System",15
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Botvinnik System Reversed, with Nf3",6
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Botvinnik System Reversed, with e3",4
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Duchamp Variation",10
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Fianchetto Variation",8
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Four Knights Variation",9
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Full Symmetry Line",13
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Hedgehog Defense",1
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Mecking Variation",10
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Normal Variation",18
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Rubinstein Variation",1
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Three Knights Variation",6
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Three Knights, Fianchetto Variation",9
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Two Knights Variation",25
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation",8
75-100,advanced,blitz,"English Opening: Symmetrical Variation, Ultra-Symmetrical Variation",12
75-100,advanced,blitz,English Opening: The Whale,16
75-100,advanced,blitz,English Orangutan,2
75-100,advanced,blitz,Englund Gambit,57
75-100,advanced,blitz,Englund Gambit Declined,26
75-100,advanced,blitz,Englund Gambit Declined: Diemer Counterattack,1
75-100,advanced,blitz,Englund Gambit Declined: Reversed Alekhine,1
75-100,advanced,blitz,Englund Gambit Declined: Reversed French,21
75-100,advanced,blitz,Englund Gambit Declined: Reversed Krebs,6
75-100,advanced,blitz,Englund Gambit Declined: Reversed Mokele Mbembe,1
75-100,advanced,blitz,Englund Gambit: Felbecker Gambit,4
75-100,advanced,blitz,Englund Gambit: Hartlaub-Charlick Gambit,42
75-100,advanced,blitz,Englund Gambit: Main Line,36
75-100,advanced,blitz,Englund Gambit: Soller Gambit,5
75-100,advanced,blitz,Englund Gambit: Soller Gambit Deferred,9
75-100,advanced,blitz,Englund Gambit: Stockholm Variation,5
75-100,advanced,blitz,Englund Gambit: Zilbermints Gambit,18
75-100,advanced,blitz,Four Knights Game,13
75-100,advanced,blitz,Four Knights Game: Glek System,3
75-100,advanced,blitz,Four Knights Game: Gunsberg Variation,2
75-100,advanced,blitz,Four Knights Game: Halloween Gambit,3
75-100,advanced,blitz,Four Knights Game: Italian Variation,49
75-100,advanced,blitz,"Four Knights Game: Italian Variation, Noa Gambit",5
75-100,advanced,blitz,Four Knights Game: Scotch Variation,7
75-100,advanced,blitz,Four Knights Game: Scotch Variation Accepted,63
75-100,advanced,blitz,"Four Knights Game: Scotch Variation, Belgrade Gambit",2
75-100,advanced,blitz,"Four Knights Game: Scotch Variation, Krause Gambit",2
75-100,advanced,blitz,"Four Knights Game: Scotch Variation, Schmid Defense",5
75-100,advanced,blitz,Four Knights Game: Spanish Variation,16
75-100,advanced,blitz,"Four Knights Game: Spanish Variation, Classical Variation",14
75-100,advanced,blitz,"Four Knights Game: Spanish Variation, Double Spanish",3
75-100,advanced,blitz,"Four Knights Game: Spanish Variation, Ranken Variation",1
75-100,advanced,blitz,"Four Knights Game: Spanish Variation, Rubinstein Variation",6
75-100,advanced,blitz,"Four Knights Game: Spanish Variation, Rubinstein Variation Accepted",4
75-100,advanced,blitz,"Four Knights Game: Spanish Variation, Rubinstein Variation, Henneberger Variation",2
75-100,advanced,blitz,French Defense,40
75-100,advanced,blitz,French Defense: Advance Variation,83
75-100,advanced,blitz,"French Defense: Advance Variation, Euwe Variation",64
75-100,advanced,blitz,"French Defense: Advance Variation, Extended Bishop Swap",4
75-100,advanced,blitz,"French Defense: Advance Variation, Lputian Variation",4
75-100,advanced,blitz,"French Defense: Advance Variation, Main Line",22
75-100,advanced,blitz,"French Defense: Advance Variation, Milner-Barry Gambit",43
75-100,advanced,blitz,"French Defense: Advance Variation, Milner-Barry Gambit, Hector Variation",8
75-100,advanced,blitz,"French Defense: Advance Variation, Milner-Barry Gambit, Main Line",26
75-100,advanced,blitz,"French Defense: Advance Variation, Nimzowitsch Attack",4
75-100,advanced,blitz,"French Defense: Advance Variation, Nimzowitsch System",25
75-100,advanced,blitz,"French Defense: Advance Variation, Paulsen Attack",87
75-100,advanced,blitz,"French Defense: Advance Variation, Ruisdonk Gambit",3
75-100,advanced,blitz,"French Defense: Advance Variation, Wade Variation",5
75-100,advanced,blitz,French Defense: Alapin Gambit,2
75-100,advanced,blitz,French Defense: Alekhine-Chatard Attack,10
75-100,advanced,blitz,"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",10
75-100,advanced,blitz,"French Defense: Alekhine-Chatard Attack, Breyer Variation",2
75-100,advanced,blitz,"French Defense: Alekhine-Chatard Attack, Maróczy Variation",8
75-100,advanced,blitz,"French Defense: Alekhine-Chatard Attack, Spielmann Variation",3
75-100,advanced,blitz,French Defense: Bird Invitation,1
75-100,advanced,blitz,French Defense: Carlson Gambit,2
75-100,advanced,blitz,French Defense: Chigorin Variation,24
75-100,advanced,blitz,French Defense: Classical Variation,7
75-100,advanced,blitz,"French Defense: Classical Variation, Alapin Variation",1
75-100,advanced,blitz,"French Defense: Classical Variation, Burn Variation",24
75-100,advanced,blitz,"French Defense: Classical Variation, Burn Variation, Main Line",3
75-100,advanced,blitz,"French Defense: Classical Variation, Burn Variation, Morozevich Line",2
75-100,advanced,blitz,"French Defense: Classical Variation, Delayed Exchange Variation",10
75-100,advanced,blitz,"French Defense: Classical Variation, Normal Variation",2
75-100,advanced,blitz,"French Defense: Classical Variation, Pollock Variation",2
75-100,advanced,blitz,"French Defense: Classical Variation, Richter Attack",3
75-100,advanced,blitz,"French Defense: Classical Variation, Shirov-Anand Variation",14
75-100,advanced,blitz,"French Defense: Classical Variation, Steinitz Variation",72
75-100,advanced,blitz,"French Defense: Classical Variation, Swiss Variation",4
75-100,advanced,blitz,"French Defense: Classical Variation, Tarrasch Variation",3
75-100,advanced,blitz,"French Defense: Classical Variation, Tartakower Variation",4
75-100,advanced,blitz,"French Defense: Classical Variation, Vistaneckis Variation",1
75-100,advanced,blitz,French Defense: Diemer-Duhm Gambit,1
75-100,advanced,blitz,French Defense: Diemer-Duhm Gambit Accepted,8
75-100,advanced,blitz,French Defense: Exchange Variation,564
75-100,advanced,blitz,"French Defense: Exchange Variation, Monte Carlo Variation",63
75-100,advanced,blitz,"French Defense: Exchange Variation, Svenonius Variation",2
75-100,advanced,blitz,French Defense: Franco-Hiva Gambit,2
75-100,advanced,blitz,French Defense: Franco-Hiva Gambit Accepted,1
75-100,advanced,blitz,French Defense: Franco-Sicilian Defense,26
75-100,advanced,blitz,French Defense: Hecht-Reefschläger Variation,8
75-100,advanced,blitz,French Defense: Horwitz Attack,6
75-100,advanced,blitz,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",23
75-100,advanced,blitz,French Defense: King's Indian Attack,71
75-100,advanced,blitz,French Defense: Knight Variation,56
75-100,advanced,blitz,French Defense: La Bourdonnais Variation,44
75-100,advanced,blitz,"French Defense: La Bourdonnais Variation, Reuter Gambit",7
75-100,advanced,blitz,French Defense: Marshall Gambit,19
75-100,advanced,blitz,French Defense: McCutcheon Variation,3
75-100,advanced,blitz,"French Defense: McCutcheon Variation, Bernstein Variation",3
75-100,advanced,blitz,"French Defense: McCutcheon Variation, Chigorin Variation",6
75-100,advanced,blitz,"French Defense: McCutcheon Variation, Janowski Variation",1
75-100,advanced,blitz,"French Defense: McCutcheon Variation, Lasker Variation",3
75-100,advanced,blitz,French Defense: Mediterranean Defense,4
75-100,advanced,blitz,French Defense: Normal Variation,107
75-100,advanced,blitz,French Defense: Orthoschnapp Gambit,2
75-100,advanced,blitz,French Defense: Paulsen Variation,20
75-100,advanced,blitz,French Defense: Pelikan Variation,2
75-100,advanced,blitz,French Defense: Perseus Gambit,2
75-100,advanced,blitz,French Defense: Queen's Knight,14
75-100,advanced,blitz,French Defense: Rubinstein Variation,61
75-100,advanced,blitz,"French Defense: Rubinstein Variation, Blackburne Defense",82
75-100,advanced,blitz,"French Defense: Rubinstein Variation, Fort Knox Variation",6
75-100,advanced,blitz,"French Defense: Rubinstein Variation, Kasparov Attack",1
75-100,advanced,blitz,"French Defense: Rubinstein Variation, Maric Variation",1
75-100,advanced,blitz,French Defense: Réti-Spielmann Attack,4
75-100,advanced,blitz,French Defense: Schlechter Variation,46
75-100,advanced,blitz,French Defense: St. George Defense,3
75-100,advanced,blitz,"French Defense: St. George Defense, Sanky-George Gambit",1
75-100,advanced,blitz,French Defense: Steiner Variation,133
75-100,advanced,blitz,French Defense: Steinitz Attack,7
75-100,advanced,blitz,French Defense: Steinitz Variation,21
75-100,advanced,blitz,"French Defense: Steinitz Variation, Boleslavsky Variation",54
75-100,advanced,blitz,"French Defense: Steinitz Variation, Gledhill Attack",3
75-100,advanced,blitz,French Defense: Tarrasch Variation,36
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Chistyakov Defense",5
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Closed Variation",79
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Closed Variation, Main Line",22
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Eliskases Variation",1
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Guimard Defense",13
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Guimard Defense, Main Line",3
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Haberditz Variation",5
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Modern System",1
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Morozevich Variation",23
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Open System",16
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Open System, Euwe-Keres Line",21
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Open System, Main Line",3
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Open System, Süchting Line",6
75-100,advanced,blitz,"French Defense: Tarrasch Variation, Pawn Center Variation",5
75-100,advanced,blitz,French Defense: Two Knights Variation,47
75-100,advanced,blitz,French Defense: Winawer Variation,25
75-100,advanced,blitz,"French Defense: Winawer Variation, Advance Variation",27
75-100,advanced,blitz,"French Defense: Winawer Variation, Alekhine Gambit Accepted",2
75-100,advanced,blitz,"French Defense: Winawer Variation, Alekhine-Maróczy Gambit",1
75-100,advanced,blitz,"French Defense: Winawer Variation, Bogoljubow Variation",6
75-100,advanced,blitz,"French Defense: Winawer Variation, Classical Variation",4
75-100,advanced,blitz,"French Defense: Winawer Variation, Delayed Exchange Variation",7
75-100,advanced,blitz,"French Defense: Winawer Variation, Fingerslip Variation",2
75-100,advanced,blitz,"French Defense: Winawer Variation, Maróczy-Wallis Variation",7
75-100,advanced,blitz,"French Defense: Winawer Variation, Petrosian Variation",4
75-100,advanced,blitz,"French Defense: Winawer Variation, Poisoned Pawn Variation",5
75-100,advanced,blitz,"French Defense: Winawer Variation, Poisoned Pawn Variation, Main Line",3
75-100,advanced,blitz,"French Defense: Winawer Variation, Portisch-Hook Variation",7
75-100,advanced,blitz,"French Defense: Winawer Variation, Positional Variation",5
75-100,advanced,blitz,"French Defense: Winawer Variation, Retreat Variation",2
75-100,advanced,blitz,"French Defense: Winawer Variation, Retreat Variation, Armenian Line",1
75-100,advanced,blitz,"French Defense: Winawer Variation, Warsaw Variation",1
75-100,advanced,blitz,"French Defense: Winawer Variation, Winckelmann-Reimer Gambit",2
75-100,advanced,blitz,French Defense: Wing Gambit,9
75-100,advanced,blitz,Fried Fox Defense,4
75-100,advanced,blitz,Goldsmith Defense,3
75-100,advanced,blitz,Grob Opening,30
75-100,advanced,blitz,Grob Opening: Grob Gambit,3
75-100,advanced,blitz,Grob Opening: Grob Gambit Declined,4
75-100,advanced,blitz,"Grob Opening: Grob Gambit, Fritz Gambit",9
75-100,advanced,blitz,Grob Opening: London Defense,1
75-100,advanced,blitz,Grob Opening: Spike Attack,3
75-100,advanced,blitz,"Grob Opening: Spike, Hurst Attack",1
75-100,advanced,blitz,Grünfeld Defense,18
75-100,advanced,blitz,Grünfeld Defense: Brinckmann Attack,7
75-100,advanced,blitz,"Grünfeld Defense: Brinckmann Attack, Reshevsky Gambit",1
75-100,advanced,blitz,Grünfeld Defense: Counterthrust Variation,2
75-100,advanced,blitz,Grünfeld Defense: Exchange Variation,44
75-100,advanced,blitz,"Grünfeld Defense: Exchange Variation, Classical Variation",11
75-100,advanced,blitz,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation",48
75-100,advanced,blitz,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation, Pawn Grab Line",1
75-100,advanced,blitz,"Grünfeld Defense: Exchange Variation, Nadanian Attack",1
75-100,advanced,blitz,"Grünfeld Defense: Exchange Variation, Seville Variation",2
75-100,advanced,blitz,"Grünfeld Defense: Exchange Variation, Sokolsky Variation",4
75-100,advanced,blitz,"Grünfeld Defense: Exchange Variation, Spassky Variation",20
75-100,advanced,blitz,Grünfeld Defense: Opocensky Variation,1
75-100,advanced,blitz,Grünfeld Defense: Russian Variation,1
75-100,advanced,blitz,"Grünfeld Defense: Russian Variation, Byrne Variation",2
75-100,advanced,blitz,"Grünfeld Defense: Russian Variation, Levenfish Variation",1
75-100,advanced,blitz,"Grünfeld Defense: Russian Variation, Smyslov Variation",1
75-100,advanced,blitz,Grünfeld Defense: Stockholm Variation,15
75-100,advanced,blitz,Grünfeld Defense: Three Knights Variation,17
75-100,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Burille Variation",14
75-100,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Burille Variation, Reversed Tarrasch",4
75-100,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Hungarian Attack",3
75-100,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Hungarian Variation",18
75-100,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Paris Variation",3
75-100,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Petrosian System",19
75-100,advanced,blitz,Grünfeld Defense: Zaitsev Gambit,1
75-100,advanced,blitz,Gunderam Defense,18
75-100,advanced,blitz,Horwitz Defense,187
75-100,advanced,blitz,Hungarian Opening,72
75-100,advanced,blitz,Hungarian Opening: Catalan Formation,6
75-100,advanced,blitz,Hungarian Opening: Indian Defense,47
75-100,advanced,blitz,Hungarian Opening: Reversed Alekhine,3
75-100,advanced,blitz,Hungarian Opening: Sicilian Invitation,7
75-100,advanced,blitz,Hungarian Opening: Slav Formation,23
75-100,advanced,blitz,Hungarian Opening: Symmetrical Variation,9
75-100,advanced,blitz,Indian Defense,965
75-100,advanced,blitz,"Indian Defense: Anti-Grünfeld, Alekhine Variation",4
75-100,advanced,blitz,"Indian Defense: Anti-Grünfeld, Basman-Williams Attack",3
75-100,advanced,blitz,Indian Defense: Anti-Nimzo-Indian,71
75-100,advanced,blitz,Indian Defense: Budapest Defense,44
75-100,advanced,blitz,"Indian Defense: Budapest Defense, Adler Variation",31
75-100,advanced,blitz,"Indian Defense: Budapest Defense, Alekhine Variation",5
75-100,advanced,blitz,"Indian Defense: Budapest Defense, Alekhine Variation, Tartakower Defense",1
